text	label
-- Je suis avec cette dame... qui vient d'entrer,	DirectSpeech
-- C'est différent, alors passez.	DirectSpeech
-- Monsieur, que signifie ?	DirectSpeech
-- Silence,	DirectSpeech
-- Le malheureux l'a tuée !	DirectSpeech
-- Tuée !... qui ? Mais que se passe-t-il donc ici ?	DirectSpeech
Ne sortez pas d'ici, vous avez failli tout perdre...	DirectSpeech
-- Mais enfin, monsieur,	DirectSpeech
me direz-vous ce que cela signifie ? Qui vous êtes et de quel droit ?...	DirectSpeech
-- Cela signifie, monsieur, que M. d'Harville sait tout, qu'il a suivi sa femme jusqu'à votre porte, et qu'il la suit là-haut !	DirectSpeech
-- Ah ! mon Dieu, mon Dieu !	DirectSpeech
Mais qu'est-ce qu'elle va faire là-haut ?	DirectSpeech
-- Peu vous importe ; restez chez vous et ne sortez pas avant que la portière vous avertisse.	DirectSpeech
-- Eh bien ! dites donc,	DirectSpeech
-- Ma chère madame Pipelet, voulez-vous me rendre un grand service ? (Et	DirectSpeech
-- Comment... monsieur, cet or... c'est pour moi ?... et cette petite dame... elle n'est donc pas chez le commandant ?	DirectSpeech
-- Anastasie,	DirectSpeech
-- Eh bien ! ma bonne petite dame...,	DirectSpeech
Un ange ! un ange ! Oh ! la calomnie !	DirectSpeech
-- Un ange ? Vous avez raison, monsieur, et un bon ange du bon Dieu encore !	DirectSpeech
-- Mon ami, partons,	DirectSpeech
-- Partons,	DirectSpeech
Clémence, j'ai bien besoin de pardon et de pitié !...	DirectSpeech
-- Qui n'en a pas besoin ?	DirectSpeech
-- Eh bien !	DirectSpeech
-- Je vais m'en occuper... Vous pouvez maintenant avertir le commandant qu'il peut descendre...	DirectSpeech
-- Dis donc, Alfred,	DirectSpeech
maintenant... Je vais joliment rire !	DirectSpeech
-- Commandant (et	DirectSpeech
-- C'est ce monsieur mince, à moustaches, qui est M. Rodolphe ?	DirectSpeech
-- Lui-même.	DirectSpeech
-- Qu'est-ce que c'est que cet homme-là ?	DirectSpeech
-- Cet homme-là...,	DirectSpeech
-- C'est bon... c'est bon... tenez, voilà la clef.	DirectSpeech
-- Faudra-t-il faire du feu demain, commandant ?	DirectSpeech
-- Non !	DirectSpeech
-- Et après-demain ?	DirectSpeech
-- Non ! non !	DirectSpeech
-- Eh bien ! commandant, vous souvenez-vous ? Je vous l'avais bien dit que vous ne feriez pas vos frais.	DirectSpeech
-- Te voilà, mauvais sujet,	DirectSpeech
-- La borgnesse n'est pas venue me chercher ?	DirectSpeech
-- La Chouette ? Non, vilain monstre. Pourquoi donc qu'elle viendrait te chercher ?	DirectSpeech
-- Tiens, pour me mener à la campagne, donc !	DirectSpeech
-- Et ton maître ?	DirectSpeech
-- Veux-tu finir, scélérat... tu vas casser mes vitres ! Mais voilà un fiacre.	DirectSpeech
-- Ah ! ben ! c'est la Chouette,	DirectSpeech
quel bonheur d'aller en voiture !	DirectSpeech
-- Allons, môme, couche-toi sur les arpions de mon homme, tu lui tiendras chaud,	DirectSpeech
-- Maintenant, dit le cocher du fiacre, à la gernaffle de Bouqueval !	DirectSpeech
n'est-ce pas, la Chouette ? Tu verras que je sais trimbaler une voite [Note	DirectSpeech
-- Et surtout riffaude ton gaye [Note	DirectSpeech
-- Sois tranquille, sans-mirettes [Note	DirectSpeech
défouraillera [Note : il courra]	DirectSpeech
-- Veux-tu que je te donne une médecine ?	DirectSpeech
-- Laquelle ?	DirectSpeech
-- Prends de l'air en passant devant les sondeurs [Note	DirectSpeech
ils pourraient te reconnaître, tu as été longtemps rôdeur des barrières.	DirectSpeech
-- J'ouvrirai l'œil,	DirectSpeech
-- Il y a quelqu'un avec la jeune fille,	DirectSpeech
-- Que le béquilleur lui fauche le colas [Note	DirectSpeech
cette petite gueuse ! s'écria	DirectSpeech
-- Avec qui est-elle ?	DirectSpeech
-- Sans doute avec la paysanne qui tout à l'heure a passé dans le sentier, suivie d'un gros chien. J'ai reconnu la voix d'une femme,	DirectSpeech
; tenez... entendez-vous... entendez-vous le bruit de leurs sabots ?...	DirectSpeech
-- Et elles ont un gros chien avec elles !	DirectSpeech
-- Bah ! bah ! si ce n'était que ça, d'un coup de soulier je lui casserai la gargoine, à leur chien,	DirectSpeech
-- Elles approchent,	DirectSpeech
elles vont descendre dans le ravin.	DirectSpeech
-- Mais parle donc, Fourline,	DirectSpeech
; qu'est-ce que tu conseilles, gros têtard ?... Est-ce que tu deviens muet ?	DirectSpeech
-- Il n'y a rien à faire aujourd'hui,	DirectSpeech
-- Et les mille francs du monsieur en deuil,	DirectSpeech
-- Mais l'homme en deuil ne s'attend pas à ce que l'on tue quelqu'un...	DirectSpeech
-- Eh bien ! nous mettrons ce sang-là en extra sur son mémoire ; faudra bien qu'il nous paye, puisqu'il sera notre complice.	DirectSpeech
-- Les voilà !... Elles descendent,	DirectSpeech
-- Ton couteau, mon homme !	DirectSpeech
-- Oh ! la Chouette...,	DirectSpeech
c'est trop fort... la tuer... Oh ! non, non !	DirectSpeech
-- Ton couteau ! je te dis...,	DirectSpeech
Je vas ôter mes souliers, ajouta-t-elle,	DirectSpeech
-- Non !	DirectSpeech
aujourd'hui c'est inutile ; il sera toujours temps demain.	DirectSpeech
-- Tu as peur, frileux !	DirectSpeech
-- Je n'ai pas peur,	DirectSpeech
; mais tu peux manquer ton coup et tout perdre.	DirectSpeech
-- Entends-tu leur chien ? Les voilà... vite, ton couteau... ou sinon !...	DirectSpeech
-- Viens donc me le prendre... de force !	DirectSpeech
-- C'est fini ! il est trop tard !	DirectSpeech
les voilà passées... Tu me payeras ça ! va, potence !	DirectSpeech
mille francs de perdus par ta faute !	DirectSpeech
-- Mille, deux mille, peut-être trois mille de gagnés, au contraire,	DirectSpeech
Écoute-moi, la Chouette, ajouta-t-il,	DirectSpeech
-- Et toi ?	DirectSpeech
-- Mais toi ? mais toi ?	DirectSpeech
-- Toujours têtard, et quelle sorbonne !	DirectSpeech
; continue, Fourline.	DirectSpeech
-- Tiens, sans mirettes [Note	DirectSpeech
t'as pas ton pareil, dit	DirectSpeech
si par hasard la petite ne reconduit pas le prêtre demain soir ?	DirectSpeech
-- C'est dit... À demain, la Chouette.	DirectSpeech
-- À la bonne heure, et pour qu'elle ne colle pas, n'oublie pas de mouiller la cire après l'avoir bien échauffée dans ta main.	DirectSpeech
-- Connu, connu !	DirectSpeech
Mais vous voyez, je fais tout ce que vous me dites, et ça... parce que vous m'aimez un petit peu ? n'est-ce pas, la Chouette ?	DirectSpeech
-- Si je t'aime !... Je t'aime comme si je t'avais eu de feu le grand Napoléon !	DirectSpeech
À demain, Fourline.	DirectSpeech
-- À demain,	DirectSpeech
-- Et vous ne serez pas fâché de m'avoir entendu,	DirectSpeech
-- Et quand on pense qu'il y a eu deux sans-cœur assez gredins pour manger la soupe et voler la pioche et la pelle !	DirectSpeech
-- Ça, c'est vrai, dirent quelques laboureurs.	DirectSpeech
-- Allons donc, mes enfants !	DirectSpeech
-- Sans doute, sans doute,	DirectSpeech
-- Quant aux femmes et aux enfants, il y a aussi du travail pour eux et pour leurs forces,	DirectSpeech
-- Et malgré ça,	DirectSpeech
le chemin n'avance pas vite.	DirectSpeech
-- Dame, ma fille, ça prouve qu'heureusement dans le pays les braves gens ne manquent pas d'ouvrage.	DirectSpeech
-- Mais à un infirme, à moi, par exemple,	DirectSpeech
-- Mais, mon pauvre homme,	DirectSpeech
je ne vous croyais pas tout à fait sans ressources.	DirectSpeech
-- Oh ! il n'y a pas d'égoïsme qui tienne,	DirectSpeech
-- Il est mort, dit le Maître d'école après un moment d'hésitation ; et c'était mon seul protecteur.	DirectSpeech
-- Mais l'hospice des aveugles ?	DirectSpeech
-- Je n'ai pas l'âge d'y entrer.	DirectSpeech
-- Pauvre homme ! vous êtes bien à plaindre !	DirectSpeech
-- Ainsi je n'ai aucun espoir d'intéresser votre maître à mon triste sort ?	DirectSpeech
-- Je vous dis la règle, mon brave homme ; mais notre maître est si compatissant, si généreux, qu'il est capable de tout.	DirectSpeech
-- Vous croyez ?	DirectSpeech
Il serait possible qu'il consentit à me laisser vivre ici dans un coin ? Je serais heureux de si peu !	DirectSpeech
-- Comment ?	DirectSpeech
-- Nous appelons ainsi notre maîtresse. Si elle s'intéresse à vous, votre affaire est sûre. En fait de charité, notre maître ne sait rien refuser à notre dame.	DirectSpeech
-- Oh ! alors je lui parlerai, je lui parlerai !	DirectSpeech
-- Oh ! oui,	DirectSpeech
je lui parlerai, à Notre-Dame-de-Bon-Secours... elle aura pitié de moi, et...	DirectSpeech
Oui, j'espère que cette bonne dame aura pitié de moi.	DirectSpeech
-- Pauvre bon papa,	DirectSpeech
-- Ce brave homme a des parents chez les poissons et les oiseaux,	DirectSpeech
-- Grand sans-cœur, allez ! de rire de ces malheureux,	DirectSpeech
-- Mme la Chouette est une de vos parentes ?	DirectSpeech
-- Oui, c'est une de nos parentes,	DirectSpeech
-- C'est une parente que vous allez trouver à Louvres ?	DirectSpeech
-- Oui,	DirectSpeech
mais je crois que mon fils se trompe en comptant trop sur elle.	DirectSpeech
-- C'est bien, c'est bien,	DirectSpeech
ça ne m'empêchera pas, en tout cas, de parler demain matin à la bonne dame d'ici... et d'implorer son appui auprès du respectable propriétaire de cette ferme ; mais,	DirectSpeech
mais, à propos du propriétaire de cette ferme, on m'avait promis de me dire ce qu'il y a de particulier dans l'organisation de la métairie où nous sommes.	DirectSpeech
-- C'est moi qui vous ai promis cela,	DirectSpeech
-- Comme le bœuf trouve son compte à manger de bonne herbe, n'est-ce pas, père Châtelain ?	DirectSpeech
-- Justement, mon garçon.	DirectSpeech
-- Mais, père Châtelain,	DirectSpeech
-- C'est pourtant vrai ce que vous dites là, père Châtelain,	DirectSpeech
On fait pour des coquins ce qu'on ne fait pas pour les honnêtes gens ; on améliore les bêtes et non pas les hommes.	DirectSpeech
-- Je suis déjà retenu pour entrer à la ferme d'Arnouville, chez M. Dubreuil,	DirectSpeech
-- Et moi, je suis engagé pour Gonesse,	DirectSpeech
-- Oh ! non, sans doute...	DirectSpeech
-- Au contraire, il y regarde, mon brave,	DirectSpeech
-- Je n'en doute pas, il est si bon, notre maître !	DirectSpeech
-- Mais que je sache au moins son nom et aussi celui de la Dame-de-Bon-Secours,	DirectSpeech
que je puisse bénir d'avance ces nobles noms.	DirectSpeech
-- Je comprends votre impatience,	DirectSpeech
-- Ma femme !... mon bourreau !... murmura le brigand, foudroyé par cette révélation.	DirectSpeech
Allons-nous-en... conduis-moi... sortons d'ici !	DirectSpeech
-- Vous en aller... maintenant ! Vous n'y pensez pas, mon pauvre homme,	DirectSpeech
Ah çà ! quelle mouche vous pique ? Est-ce que vous êtes fou ?	DirectSpeech
-- Viens, viens, sortons !	DirectSpeech
-- Oui, oui, sois tranquille, mon enfant,	DirectSpeech
nous n'ouvrirons pas à ton père... Il sera bien forcé de coucher à la ferme !	DirectSpeech
-- Vous ne me forcerez pas à rester ici !	DirectSpeech
et puis d'ailleurs je gênerais votre maître... M. Rodolphe... Vous m'avez dit que la ferme n'était pas un hospice. Ainsi, encore une fois, laissez-moi sortir...	DirectSpeech
-- Votre maître n'est pas ici ce soir ?	DirectSpeech
-- Non, non !	DirectSpeech
j'ai changé d'idée... mon fils a raison : ma parente de Louvres aura pitié de moi... J'irai la trouver.	DirectSpeech
-- Comme vous voudrez,	DirectSpeech
Vous partirez demain matin. Quant à continuer votre route ce soir avec ce pauvre petit, n'y comptez pas ; nous y mettrons bon ordre.	DirectSpeech
-- Moi, si vous voulez, j'irai conduire ce pauvre homme au bout du chemin,	DirectSpeech
puisque Madame m'a dit de prendre la carriole pour aller chercher demain des sacs d'argent chez le notaire, à Villiers-le-Bel.	DirectSpeech
-- Madame sait mieux que moi ce qu'elle a à faire, mais qu'est-ce qu'il y a à craindre ici pour l'argent, père Châtelain ?	DirectSpeech
-- Rien, mon garçon, Dieu merci ! Mais c'est égal, j'aimerais mieux avoir ici cinq cents sacs de blé que dix sacs d'écus.	DirectSpeech
-- Voyons, reprit le père Châtelain en s'adressant au brigand et à Tortillard, venez, mon brave homme, et toi, suis-moi, mon petit enfant,	DirectSpeech
Voici votre gîte ; que le bon Dieu vous donne une nuit franche, mon brave homme ! Quant à toi, mon enfant, tu dormiras bien, c'est de ton âge.	DirectSpeech
-- Que veux-tu, mon enfant ?	DirectSpeech
-- Pauvre petit !	DirectSpeech
sois tranquille... Tu vois bien cette porte-là, à côté de l'escalier ?	DirectSpeech
-- Oui, mon bon monsieur, je la vois.	DirectSpeech
-- Bien, mon enfant... Allons, bonsoir ; il faut espérer que tu n'auras besoin du secours de personne pour contenir ton père. Rentre, il t'attend peut-être.	DirectSpeech
-- J'y cours. Bonne nuit, monsieur.	DirectSpeech
-- Dieu te garde, mon enfant !...	DirectSpeech
-- D'où viens-tu encore, gredin ?	DirectSpeech
-- Vous êtes bien curieux, sans yeux...	DirectSpeech
-- Oh ! tu vas me payer tout ce que tu m'as fait souffrir et endurer ce soir, enfant de malheur !	DirectSpeech
Je t'étoufferai, va, méchante vipère !...	DirectSpeech
-- Pauvre papa... nous sommes donc bien gai, que nous jouons à colin-maillard avec notre petit enfant chéri ?	DirectSpeech
-- Oh ! c'te balle ! généreux ! Que ça de toupet !	DirectSpeech
-- Mais je ne t'ai jamais fait de mal... à toi... pourquoi me tourmentes-tu ainsi ?	DirectSpeech
-- Méchant avorton !	DirectSpeech
-- Allons, voyons, tu aimes à rire, tu es gai... bah !... c'est de ton âge ; je ne me fâche pas,	DirectSpeech
-- Vous m'auriez fait de la peine, parole d'honneur !	DirectSpeech
-- Tu sais où est sa chambre !	DirectSpeech
tu le sais ?...	DirectSpeech
-- Je vous vois venir,	DirectSpeech
je vas vous faire faire le beau sur vos pattes de derrière, comme un chien à qui on montre un os... Attention, vieux Azor !	DirectSpeech
-- Tu sais où est la chambre de ma femme ?	DirectSpeech
-- Qui t'a dit cela ?	DirectSpeech
-- Tu mens, tu mens !... Comment saurais-tu cela ?	DirectSpeech
-- Un rhume de cerveau, vieux ?... connu... Éternuez... ça le purge...,	DirectSpeech
Voulez-vous une prise ?	DirectSpeech
-- Oh ! mon Dieu ! mon Dieu ! ils veulent me rendre fou !	DirectSpeech
Garçon, un duel !... plumez les canards...	DirectSpeech
-- Oh !	DirectSpeech
On me tuerait plutôt... entendez-vous... que de me forcer à vous conduire chez votre femme.	DirectSpeech
-- Tu refuses ?	DirectSpeech
-- Mon couteau ! mon couteau !	DirectSpeech
-- Il défend ma femme contre moi maintenant !	DirectSpeech
dont la pensée commençait à s'obscurcir. C'est donc le démon que ce petit monstre ! Où suis-je ? Pourquoi la défend-il ?	DirectSpeech
-- Pour te faire bisquer...,	DirectSpeech
-- Ah ! c'est comme ça !	DirectSpeech
-- Ah ! ah ! ah !	DirectSpeech
; si on ne t'avait pas soufflé ta chandelle... à toi... et pour toujours... tu verrais que la nôtre est éteinte depuis une heure...	DirectSpeech
-- Connu, vieux !	DirectSpeech
c'est une frime pour me faire venir auprès de toi et pour me ficher une ratapiole... Quand tu auras assez fait la planche sur le carreau, tu te relèveras.	DirectSpeech
-- Toujours du même, donc, vieux !	DirectSpeech
Mais vous êtes folle !... le chagrin vous égare !... vous vous trompez !...	DirectSpeech
-- Je me trompe !...	DirectSpeech
-- Insolente que vous êtes !	DirectSpeech
Oser ainsi manquer à mon amie, à ma sœur !	DirectSpeech
-- Votre sœur... mademoiselle, allons donc ! C'est vous, vous qui êtes folle !	DirectSpeech
Votre sœur !... une fille des rues, que, durant six mois, j'ai vue traîner dans la Cité !	DirectSpeech
Faites sortir cette femme d'ici ; je vous répète que le chagrin l'égare. Marie, Marie, pardon ! Mon Dieu, cette folle ne sait pas ce qu'elle dit...	DirectSpeech
Dame... mademoiselle, si c'est une fille des rues et qu'elle connaisse l'assassin du mari de cette pauvre femme... faut qu'elle vienne s'expliquer chez le maire...	DirectSpeech
-- Je vous répète que vous n'entrerez jamais à la ferme,	DirectSpeech
à moins qu'à l'instant vous ne demandiez pardon à mademoiselle Marie de vos grossièretés.	DirectSpeech
-- Vous me chassez, mademoiselle !... à la bonne heure,	DirectSpeech
Allons, mes pauvres orphelins,	DirectSpeech
parce que vous avez des amies dans ces créatures-là... faut pas pour cela... être si dure aux pauvres gens !	DirectSpeech
-- C'est vrai,	DirectSpeech
la laitière a raison...	DirectSpeech
-- Pauvre femme !	DirectSpeech
-- Elle est dans son droit...	DirectSpeech
-- On a assassiné son mari... faut-il pas qu'elle soit contente ?	DirectSpeech
-- On ne peut pas l'empêcher de faire son possible pour découvrir les brigands qui ont fait le coup.	DirectSpeech
-- C'est une injustice de la renvoyer.	DirectSpeech
-- Est-ce que c'est sa faute, à elle, si l'amie de Mlle Clara se trouve être... une fille des rues ?	DirectSpeech
-- On ne met pas à la porte une honnête femme... une mère de famille... à cause d'une malheureuse pareille !	DirectSpeech
Dieu soit loué... voici ma mère...	DirectSpeech
-- Eh bien ! Clara, eh bien ! Marie,	DirectSpeech
venez-vous déjeuner ? Allons, mes enfants, il est déjà tard !	DirectSpeech
-- Maman,	DirectSpeech
-- Comment ? Elle oserait ?...	DirectSpeech
-- Mais qu'est-ce que cela signifie ?	DirectSpeech
-- Madame sera juste, elle... bien sûr...,	DirectSpeech
-- Voilà Mme Dubreuil ; c'est toi qui vas être mise à la porte,	DirectSpeech
-- Il est donc vrai !	DirectSpeech
vous osez parler de la sorte à l'amie de ma fille ! Est-ce ainsi que vous reconnaissez mes bontés ? Voulez-vous laisser cette jeune personne tranquille !	DirectSpeech
-- Je vous respecte, madame, et j'ai de la reconnaissance pour vos bontés,	DirectSpeech
-- Mon Dieu, Marie, entendez-vous ce que dit cette femme ?	DirectSpeech
-- T'appelles-tu, oui ou non, la Goualeuse ?	DirectSpeech
-- Oui,	DirectSpeech
oui, on m'appelait ainsi...	DirectSpeech
-- Ah ! voyez-vous !	DirectSpeech
elle l'avoue ! elle l'avoue !...	DirectSpeech
-- Elle l'avoue... mais quoi ? Qu'avoue-t-elle ?	DirectSpeech
-- Laissez-la répondre, madame,	DirectSpeech
-- J'ai pu parler à l'assassin de votre mari, car il y a malheureusement plus d'un meurtrier dans la Cité,	DirectSpeech
mais je ne sais pas de qui vous voulez me parler.	DirectSpeech
-- Comment... que dit-elle ?	DirectSpeech
Elle a parlé à des assassins...	DirectSpeech
-- Les créatures comme elle ne connaissent que ça...,	DirectSpeech
-- Viens, viens, ma fille,	DirectSpeech
-- Oui, oui,	DirectSpeech
il faut qu'elle aille en prison ; elle connaît l'assassin.	DirectSpeech
-- Elle est peut-être sa complice, seulement !	DirectSpeech
-- Vois-tu qu'il y a une justice au ciel !	DirectSpeech
-- Quant à vous, ma brave femme,	DirectSpeech
loin de vous renvoyer, je reconnaîtrai le service que vous me rendez en dévoilant cette malheureuse.	DirectSpeech
-- À la bonne heure ! Notre maîtresse est juste, elle...,	DirectSpeech
-- Viens, Clara,	DirectSpeech
-- Mais, ma mère, voyez donc cette pauvre Marie...	DirectSpeech
-- Mon Dieu ! mon Dieu ! maman,	DirectSpeech
je ne sais pas ce que cela signifie... Marie peut bien être coupable, puisque vous le dites ; mais, voyez, elle est défaillante ; ayez pitié d'elle au moins.	DirectSpeech
-- Oh ! mademoiselle Clara, vous êtes bonne, vous me pardonnez. C'est bien malgré moi, croyez-moi, que je vous ai trompée. Je me le suis bien souvent reproché,	DirectSpeech
-- Mais, ma mère, vous êtes donc sans pitié ?	DirectSpeech
Marie, ma sœur ! je ne sais pas de quoi l'on t'accuse, mais je suis sûre que tu n'es pas coupable, et je t'aime toujours.	DirectSpeech
-- Tais-toi, tais-toi !	DirectSpeech
tais-toi ; heureusement que tout le monde est témoin qu'après cette odieuse révélation tu n'es pas restée un moment seule avec cette fille perdue. N'est-ce pas, mes amis ?	DirectSpeech
-- Oui, oui, madame,	DirectSpeech
nous sommes témoins que Mlle Clara n'est pas restée un moment avec cette fille, qui est bien sûr une voleuse, puisqu'elle connaît des assassins.	DirectSpeech
-- Il faut la conduire chez le maire,	DirectSpeech
-- Oui, oui ; et si elle ne veut pas marcher, on la poussera.	DirectSpeech
-- Et ça ose s'habiller comme nous autres honnêtes filles de campagne,	DirectSpeech
-- Avec son air de sainte-nitouche,	DirectSpeech
on lui aurait donné le bon Dieu sans confession.	DirectSpeech
-- Est-ce qu'elle n'avait pas le front d'aller à la messe ?	DirectSpeech
-- L'effrontée !... Pourquoi ne pas communier tout de suite ?	DirectSpeech
-- Et il lui fallait frayer avec les maîtres encore !	DirectSpeech
-- Comme si nous étions de trop petites gens pour elle !	DirectSpeech
-- Heureusement chacun a son tour.	DirectSpeech
-- Oh ! il faudra bien que tu parles et que tu dénonces l'assassin !	DirectSpeech
Mon Dieu, madame, il y a deux mois que je suis retirée à la ferme de Bouqueval... je n'ai donc pu être témoin du malheur dont vous parlez, et...	DirectSpeech
Menons-la chez M. le maire... elle s'expliquera.	DirectSpeech
-- Allons ! en marche, la belle !	DirectSpeech
-- Oh !	DirectSpeech
tu as beau chercher autour de toi, Mlle Clara n'est plus là pour te défendre ; tu ne nous échapperas pas.	DirectSpeech
-- Hélas ! madame,	DirectSpeech
-- Et puis, pourquoi as-tu voulu que l'on chasse d'ici cette pauvre veuve et ses enfants ? dit un autre.	DirectSpeech
-- Ce n'est pas moi, c'est Mlle Clara qui voulait...	DirectSpeech
-- Laisse-nous donc tranquilles,	DirectSpeech
tu n'as pas seulement demandé grâce pour elle : tu étais contente de lui voir ôter son pain !	DirectSpeech
-- Non, non, elle n'a pas demandé grâce !	DirectSpeech
-- Est-elle mauvaise !	DirectSpeech
-- Une pauvre veuve... mère de trois enfants !	DirectSpeech
-- Si je n'ai pas demandé sa grâce,	DirectSpeech
c'est que je n'avais pas la force de dire un mot...	DirectSpeech
-- Tu avais bien la force de parler à des assassins !	DirectSpeech
Mais, mon Dieu ! que voulez-vous de moi ? Par pitié, ne me faites pas de mal !...	DirectSpeech
Je vous en supplie, madame, n'approchez pas autant ; vous allez me faire tomber à l'eau.	DirectSpeech
Un plongeon !... donnons-lui un plongeon !	DirectSpeech
-- Oui... oui... À l'eau !... à l'eau !...	DirectSpeech
-- C'est ça, un bon plongeon !... Elle n'en mourra pas !	DirectSpeech
-- Ça lui apprendra à venir se mêler aux honnêtes gens !	DirectSpeech
-- Oui, oui... À l'eau ! à l'eau !	DirectSpeech
-- Justement on a cassé la glace ce matin.	DirectSpeech
-- La fille des rues se souviendra des braves gens de la ferme d'Arnouville !	DirectSpeech
-- Arrêtez !	DirectSpeech
Debout, mon enfant !... debout, ma fille chérie ! On ne s'agenouille que devant Dieu.	DirectSpeech
Malheureux !... n'avez-vous pas honte de vous porter à de telles violences contre cette malheureuse enfant !...	DirectSpeech
-- C'est une...	DirectSpeech
-- C'est ma fille !	DirectSpeech
M. l'abbé Laporte, que tout le monde bénit et vénère, l'aime et la protège, et ceux qu'il estime doivent être respectés par tout le monde.	DirectSpeech
Cette fille ne sortira pas d'ici qu'elle n'ait fait sa déposition chez le maire au sujet de l'assassinat de mon pauvre mari.	DirectSpeech
-- Ma chère amie,	DirectSpeech
-- Mais, madame... je vous dis...	DirectSpeech
Vous avez été, madame, victime d'une trahison indigne : une lâche délation de la comtesse Sarah Mac-Gregor a failli vous perdre.	DirectSpeech
-- Il serait vrai, monseigneur ?	DirectSpeech
Mes pressentiments ne me trompaient donc pas... Et comment Votre Altesse a-t-elle pu savoir ?...	DirectSpeech
-- Franchement, madame,	DirectSpeech
ma position envers vous est très-embarrassante...	DirectSpeech
-- Comment, monseigneur ?	DirectSpeech
-- Cela vous étonne ! Je vous dirai mon secret un autre jour, afin de ne pas passer à vos yeux pour sorcier,	DirectSpeech
Mais votre mari est-il complètement rassuré ?	DirectSpeech
-- Oui, monseigneur,	DirectSpeech
; et, je vous l'avoue, il m'est pénible de l'entendre me demander pardon de m'avoir soupçonnée, et s'extasier sur mon modeste silence à propos de mes bonnes œuvres.	DirectSpeech
-- Grand Dieu !	DirectSpeech
-- C'était son droit,	DirectSpeech
-- Je vous en conjure, madame,	DirectSpeech
À seize ans je perdis ma mère,	DirectSpeech
-- Comment ! c'est cette Mme Roland que monsieur votre père a épousée presque aussitôt après votre mariage ?	DirectSpeech
-- Oui, monseigneur.	DirectSpeech
-- Elle était donc très-belle ?	DirectSpeech
-- Médiocrement jolie, monseigneur.	DirectSpeech
-- Très-spirituelle, alors ?	DirectSpeech
-- Et son instruction ?	DirectSpeech
-- Mais, en effet, même au point de vue de sa folle passion, monsieur votre père faisait, ce me semble, un mauvais calcul, en introduisant cette femme chez lui.	DirectSpeech
-- Mais quel âge avait donc alors monsieur votre père ?	DirectSpeech
-- Soixante ans environ.	DirectSpeech
-- Et il croyait à l'amour de cette jeune femme ?	DirectSpeech
-- Mon père a été un des hommes les plus à la mode de son temps ; Mme Roland, obéissant à son instinct ou à d'habiles conseils...	DirectSpeech
-- Des conseils ! Et qui pouvait la conseiller ?	DirectSpeech
-- L'âge de monsieur votre père ?	DirectSpeech
Il est une chose que je ne pardonne jamais aux gens ridicules,	DirectSpeech
-- Quoi donc, monseigneur ?	DirectSpeech
-- C'est d'être méchants... cela empêche de rire d'eux tout à son aise.	DirectSpeech
-- C'est peut-être un calcul de leur part,	DirectSpeech
-- Du moins, mon père est, je crois, heureux des illusions dont, à cette heure, ma belle-mère l'entoure.	DirectSpeech
-- M. d'Harville est votre ami, monseigneur,	DirectSpeech
-- On fait à ce sujet tant d'expériences sur vous ; monseigneur...	DirectSpeech
-- Sous ce rapport, monsieur votre père a été traité en roi... Mais votre mère devait horriblement souffrir.	DirectSpeech
J'ai honte de vous avouer cette faiblesse, monseigneur, ajouta-t-elle,	DirectSpeech
-- Que dites-vous, madame ?	DirectSpeech
-- Qu'avez-vous, monseigneur ?	DirectSpeech
-- Madame, quelques mots sur ce docteur Polidori,	DirectSpeech
; quel âge avait cet Italien ?	DirectSpeech
-- Mais cinquante ans environ.	DirectSpeech
-- Et sa figure... sa physionomie ?	DirectSpeech
-- Sinistre... Je n'oublierai jamais ses yeux d'un vert clair... son nez recourbé comme le bec d'un aigle.	DirectSpeech
-- C'est lui !... c'est bien lui !...	DirectSpeech
Et croyez-vous, madame, que le docteur Polidori habite encore Paris ? demanda Rodolphe	DirectSpeech
-- La duchesse de Lucenay !	DirectSpeech
-- Oui, monseigneur... Pourquoi cet étonnement ?	DirectSpeech
-- Permettez-moi de vous en taire la cause... Mais, à cette époque, que vous disait Mme de Lucenay sur cet homme ?	DirectSpeech
-- C'est singulier,	DirectSpeech
-- Vous connaissez donc cet homme, monseigneur ?	DirectSpeech
-- Oui, malheureusement pour moi... Mais, de grâce, continuez votre récit ; plus tard je vous dirai ce que c'est que ce Polidori...	DirectSpeech
-- Comment ? Ce médecin...	DirectSpeech
-- Dites plutôt cet homme souillé des crimes les plus odieux.	DirectSpeech
-- Des crimes !...	DirectSpeech
-- Ô mon Dieu !	DirectSpeech
mes pressentiments ne me trompaient donc pas !	DirectSpeech
-- Vos pressentiments !	DirectSpeech
-- Comment ?	DirectSpeech
-- Que signifiaient ces paroles ?	DirectSpeech
-- Ce que cela signifiait, monseigneur ? Le mercredi soir, M. Polidori disait : Après-demain... Le vendredi... ma mère était morte !...	DirectSpeech
-- Oh ! c'est affreux !...	DirectSpeech
-- Polidori est le seul médecin qui ait donné ses soins à votre malheureuse mère ?	DirectSpeech
-- Comme mon institutrice et son amie... et on l'acceptait ainsi.	DirectSpeech
-- Je n'ai pas besoin de vous demander s'il vivait dans le même isolement ?	DirectSpeech
-- Quel singulier oubli !... quel abandon !...	DirectSpeech
-- Mais quelle était la conduite de cette femme envers vous lorsque vous étiez seule avec elle ?	DirectSpeech
-- Et que vous répondit-elle lorsque vous lui avez rappelé ces mots de Polidori ?	DirectSpeech
-- Très-bien !	DirectSpeech
